,ActivePower(kW)
14249,129.576293945312
14250,169.399703979492
14251,200.731994628906
14252,133.21629333496
14253,135.041305541992
14254,112.095802307128
14255,182.148300170898
14256,219.1083984375
14257,258.759704589843
14258,272.30288696289
14259,314.436492919921
14260,373.603393554687
14261,396.135803222656
14262,500.572204589843
14263,680.856323242187
14264,709.791625976562
14265,813.323486328125
14266,827.774291992187
14267,779.107177734375
14268,847.703308105468
14269,997.837585449218
14270,910.422180175781
14271,1110.34399414062
14272,1063.13903808593
14273,1084.97900390625
14274,998.473876953125
14275,1261.67102050781
14276,2057.68505859375
14277,2450.48901367187
14278,3017.88891601562
14279,3106.73291015625
14280,3137.29809570312
14281,2747.55395507812
14282,2969.955078125
14283,3040.64111328125
14284,3338.06909179687
14285,3596.19091796875
14286,3598.77807617187
14287,3545.07397460937
14288,3249.31298828125
14289,3228.28588867187
14290,3471.56494140625
14291,3453.81298828125
14292,3519.90087890625
14293,3498.56201171875
14294,3489.208984375
14295,3582.90405273437
14296,3468.1240234375
14297,3558.1708984375
14298,3372.4208984375
14299,3419.70092773437
14300,3416.3349609375
14301,3179.14697265625
14302,3004.81494140625
14303,3083.52490234375
14304,2485.94799804687
14305,2634.05004882812
14306,2855.1669921875
14307,3260.02001953125
14308,3429.5029296875
14309,3481.32788085937
14310,3550.59692382812
14311,3343.19897460937
14312,3489.19311523437
14313,3480.2470703125
14314,3508.48193359375
14315,3490.080078125
14316,3534.0009765625
14317,3575.17309570312
14318,3557.57592773437
14319,3592.00903320312
14320,3581.5400390625
14321,3579.98608398437
14322,3567.98193359375
14323,3568.43090820312
14324,3567.92211914062
14325,3602.080078125
14326,3572.24291992187
14327,3601.51098632812
14328,3603.36499023437
14329,3602.07299804687
14330,3602.78588867187
14331,3599.09301757812
14332,3568.39111328125
14333,3556.96411132812
14334,3382.9541015625
14335,3271.044921875
14336,2942.27099609375
14337,2843.91796875
14338,3572.43310546875
14339,3596.86303710937
14340,3602.50903320312
14341,3584.66088867187
14342,3599.29907226562
14343,3592.78393554687
14344,3576.10595703125
14345,3598.63891601562
14346,3587.02709960937
14347,3572.88403320312
14348,3575.55590820312
14349,3557.15087890625
14350,3557.13208007812
14351,3578.037109375
14352,3541.30297851562
14353,3532.72705078125
14354,3555.76098632812
14355,3566.0390625
14356,3502.97290039062
14357,2988.583984375
14358,2399.27001953125
14359,2168.35693359375
14360,2204.1689453125
14361,2493.15698242187
14362,1907.41003417968
14363,1490.48400878906
14364,1246.06396484375
14365,1103.36694335937
14366,1609.52404785156
14367,1197.27197265625
14368,1331.24304199218
14369,1915.36303710937
14370,2335.162109375
14371,2723.89501953125
14372,3095.5869140625
14373,3143.55200195312
14374,3171.72998046875
14375,2998.1650390625
14376,2877.03393554687
14377,2867.72290039062
14378,3302.333984375
14379,3489.42602539062
14380,3313.19189453125
14381,3342.81689453125
14382,3181.07299804687
14383,3244.26611328125
14384,2628.28100585937
14385,2888.11499023437
14386,3273.24194335937
14387,3165.78002929687
14388,3314.52001953125
14389,2992.337890625
14390,2938.8291015625
14391,2251.59912109375
14392,2518.96997070312
14393,2273.8759765625
14394,2344.31494140625
14395,2457.47412109375
14396,2518.31201171875
14397,2716.90405273437
14398,2816.5390625
14399,2649.69995117187
14400,2662.92797851562
14401,2741.32690429687
14402,3147.89111328125
14403,2594.9150390625
14404,2506.037109375
14405,2716.99291992187
14406,2756.75390625
14407,2226.251953125
14408,2294.25903320312
14409,2816.34497070312
14410,3122.2080078125
14411,2999.74096679687
14412,2759.19897460937
14413,3158.42895507812
14414,3009.94409179687
14415,3057.90893554687
14416,3052.0791015625
14417,2537.09204101562
14418,2916.63891601562
14419,3020.51806640625
14420,3004.037109375
14421,3591.42700195312
14422,3591.5390625
14423,3595.51489257812
14424,3604.32495117187
14425,3603.65209960937
14426,3561.955078125
14427,3597.52294921875
14428,3597.13305664062
14429,3603.05590820312
14430,3604.27807617187
14431,3604.0859375
14432,3604.23193359375
14433,3602.580078125
14434,3603.09594726562
14435,3603.88793945312
14436,3600.64306640625
14437,3603.00805664062
14438,3531.05004882812
14439,3604.8310546875
14440,3588.01293945312
14441,3599.39501953125
14442,3597.45190429687
14443,3603.69091796875
14444,3604.6650390625
14445,3604.41088867187
14446,3604.50903320312
14447,3588.77197265625
14448,3587.69799804687
14449,3435.27197265625
14450,3022.89208984375
14451,3281.07592773437
14452,2661.49609375
14453,2881.82299804687
14454,3457.35400390625
14455,3419.34912109375
14456,3089.38696289062
14457,2918.376953125
14458,3509.95288085937
14459,3383.11010742187
14460,3263.375
14461,3119.39892578125
14462,2131.30102539062
14463,1253.82702636718
14464,747.704284667968
14465,601.460388183593
14466,435.620910644531
14467,298.705596923828
14468,290.198089599609
14469,239.405303955078
14470,459.264099121093
14471,370.657104492187
14472,511.265686035156
14473,582.783630371093
14474,525.789428710937
14475,444.123992919921
14476,471.775695800781
14477,497.374786376953
14478,524.6953125
14479,609.275512695312
14480,759.651672363281
14481,712.64697265625
14482,503.151885986328
14483,401.816497802734
14484,471.323303222656
14485,467.396392822265
14486,405.35269165039
14487,434.645294189453
14488,237.13980102539
14489,141.053405761718
14490,251.733001708984
14491,206.85400390625
14492,279.400787353515
14493,289.135711669921
14494,176.388793945312
14495,195.868499755859
14496,191.035507202148
14497,253.810302734375
14498,246.366394042968
14499,200.299697875976
14500,234.453002929687
14501,464.852996826171
14502,942.370910644531
14503,668.384521484375
14504,557.800903320312
14505,473.49169921875
14506,404.031799316406
14507,436.688110351562
14508,376.525299072265
14509,280.478698730468
14510,196.917297363281
14511,108.770698547363
14512,381.34521484375
14513,472.645690917968
14514,558.536682128906
14515,69.7580871582031
14516,0.0
14517,0.0
14518,0.0
14519,0.0
14520,0.0
14521,25.6979103088378
14522,22.3899993896484
14523,9.19050025939941
14524,7.45600318908691
14525,0.0
14526,0.0
14527,0.0
14528,0.0
14529,0.0
14530,0.0
14531,0.0
14532,0.0
14533,0.0
14534,0.0
14535,0.0
14536,39.2713088989257
14537,44.4181404113769
14538,8.03173732757568
14539,0.0
14540,17.6518993377685
14541,0.0
14542,0.0
14543,0.0
14544,0.0
14545,0.0
14546,37.1796607971191
14547,42.4825592041015
14548,19.3493690490722
14549,12.5951099395751
14550,0.0
14551,0.0
14552,0.0
14553,0.0
14554,17.2635898590087
14555,85.9109420776367
14556,161.244201660156
14557,139.443603515625
14558,22.8524494171142
14559,77.8329391479492
14560,131.382003784179
14561,205.964294433593
14562,177.522598266601
14563,200.092498779296
14564,291.769287109375
14565,343.943206787109
14566,292.376403808593
14567,262.203887939453
14568,417.028411865234
14569,364.703308105468
14570,254.237396240234
14571,379.924194335937
14572,386.996398925781
14573,359.780487060546
14574,414.491607666015
14575,431.310607910156
14576,454.292388916015
14577,485.082092285156
14578,539.212585449218
14579,495.81851196289
14580,480.585296630859
14581,523.144592285156
14582,536.0830078125
14583,563.191711425781
14584,554.540405273437
14585,641.497680664062
14586,600.945617675781
14587,572.247985839843
14588,423.657806396484
14589,388.068695068359
14590,486.592010498046
14591,476.770111083984
14592,168.614807128906
14593,91.4271697998046
14594,65.1067733764648
14595,8.64881038665771
14596,0.0
14597,0.0
14598,17.0070896148681
14599,83.0700531005859
14600,32.0584411621093
14601,15.5403995513916
14602,0.0
14603,0.0
14604,0.0
14605,0.0
14606,0.0
14607,0.0
14608,8.20526409149169
14609,71.5868530273437
14610,241.188705444335
14611,72.7811965942382
14612,3.04940104484558
14613,0.0
14614,0.0
14615,0.0
14616,0.0
14617,23.2568607330322
14618,0.0
14619,0.0
14620,0.0
14621,430.316192626953
14622,560.640014648437
14623,422.390411376953
14624,136.354598999023
14625,108.139602661132
14626,180.419296264648
14627,350.24380493164
14628,212.210693359375
14629,72.0594787597656
14630,0.0
14631,189.189407348632
14632,704.70458984375
14633,667.188293457031
14634,528.116027832031
14635,547.380493164062
14636,643.835693359375
14637,907.42822265625
14638,1076.02502441406
14639,1170.291015625
14640,1668.82202148437
14641,1810.10095214843
14642,2074.6640625
14643,2227.74194335937
14644,1901.72399902343
14645,1331.79296875
14646,0.0
14647,0.0
14648,0.0
14649,0.0
14650,0.0
14651,0.0
14652,16.7260494232177
14653,0.0
14654,0.0
14655,0.0
14656,48.1760215759277
14657,104.426498413085
14658,42.6574211120605
14659,0.0
14660,7.79653787612915
14661,0.0
14662,0.0
14663,0.0
14664,0.0
14665,0.0
14666,0.0
14667,0.0
14668,0.0
14669,101.000701904296
14670,210.597198486328
14671,172.768493652343
14672,193.165802001953
14673,19.5800304412841
14674,4.0374641418457
14675,173.809005737304
14676,9.21107292175292
14677,36.6713600158691
14678,0.0
14679,0.0
14680,0.0
14681,0.0
14682,0.0
14683,0.0
14684,0.0
14685,0.0
14686,0.0
14687,0.0
14688,0.0
14689,0.0
14690,0.0
14691,0.0
14692,0.0
14693,0.0
14694,14.2894096374511
14695,95.0986404418945
14696,45.0025291442871
14697,133.011993408203
14698,205.139297485351
14699,286.308502197265
14700,337.372192382812
14701,378.094909667968
14702,359.288787841796
14703,358.253387451171
14704,393.912292480468
14705,299.81640625
14706,292.215301513671
14707,239.012100219726
14708,286.62890625
14709,0.0
14710,0.0
14711,0.0
14712,743.299621582031
14713,895.321411132812
14714,986.768005371093
14715,930.647888183593
14716,839.3505859375
14717,782.303283691406
14718,558.106689453125
14719,521.295288085937
14720,584.378173828125
14721,379.901794433593
14722,178.939407348632
14723,102.263801574707
14724,73.1179962158203
14725,50.3009185791015
14726,59.654930114746
14727,56.1607017517089
14728,18.5573406219482
14729,63.8339691162109
14730,82.8814468383789
14731,25.3673496246337
14732,1.91286695003509
14733,0.0
14734,0.0
14735,0.0
14736,0.0
14737,0.0
14738,0.0
14739,0.0
14740,0.0
14741,9.91019916534423
14742,0.0
14743,26.5119705200195
14744,56.7718315124511
14745,57.5902786254882
14746,91.6554336547851
14747,124.212196350097
14748,146.788497924804
14749,287.914611816406
14750,312.549499511718
14751,333.46890258789
14752,342.025390625
14753,370.255310058593
14754,370.767608642578
14755,361.782592773437
14756,315.525604248046
14757,327.426086425781
14758,412.821594238281
14759,524.235473632812
14760,577.633972167968
14761,690.783508300781
14762,712.249389648437
14763,795.567077636718
14764,809.513793945312
14765,794.431884765625
14766,758.621826171875
14767,698.090393066406
14768,688.030578613281
14769,749.116516113281
14770,807.377075195312
14771,1018.55700683593
14772,1115.34497070312
14773,1251.86303710937
14774,1334.57397460937
14775,1297.58605957031
14776,1293.44104003906
14777,1255.73706054687
14778,1095.57397460937
14779,974.690612792968
14780,953.610229492187
14781,928.871398925781
14782,747.782775878906
14783,660.562927246093
14784,587.300476074218
14785,708.725219726562
14786,798.086669921875
14787,855.049621582031
14788,959.164489746093
14789,876.441223144531
14790,851.175415039062
14791,545.867919921875
14792,577.556030273437
14793,628.092407226562
14794,523.281188964843
14795,389.666900634765
14796,274.409088134765
14797,249.939193725585
14798,184.731506347656
14799,141.667404174804
14800,93.9707565307617
14801,84.2560272216796
14802,58.1975593566894
14803,64.0022964477539
14804,41.0835609436035
14805,34.5155792236328
14806,5.2319951057434
14807,0.0
14808,0.0
14809,0.0
14810,0.0
14811,28.5929508209228
14812,94.1442031860351
14813,146.331497192382
14814,167.164398193359
14815,156.978195190429
14816,181.858200073242
14817,239.283996582031
14818,233.142303466796
14819,266.764007568359
14820,292.652313232421
14821,296.5712890625
14822,341.668914794921
14823,357.219299316406
14824,442.8125
14825,496.708709716796
14826,352.095306396484
14827,297.004486083984
14828,263.615905761718
14829,270.611297607421
14830,391.051086425781
14831,578.579223632812
14832,775.938781738281
14833,787.022216796875
14834,939.939514160156
14835,1084.89599609375
14836,1558.958984375
14837,2142.27709960937
14838,2420.9609375
14839,2592.30200195312
14840,2667.65600585937
14841,2509.05395507812
14842,2347.44604492187
14843,1592.16296386718
14844,1561.166015625
14845,1758.98901367187
14846,1965.64697265625
14847,2010.09997558593
14848,2040.68701171875
14849,1507.81494140625
14850,1212.35400390625
14851,1369.76599121093
14852,1411.01098632812
14853,1702.39794921875
14854,1608.42797851562
14855,2019.96997070312
14856,2264.68310546875
14857,2299.67504882812
14858,1964.90600585937
14859,1731.89794921875
14860,1822.26098632812
14861,1808.68395996093
14862,2591.29809570312
14863,2712.82202148437
14864,3232.05200195312
14865,3193.0791015625
14866,3164.85791015625
14867,3425.9140625
14868,18.8206996917724
14869,0.0
14870,0.0
14871,2420.56909179687
14872,3526.60400390625
14873,3513.63696289062
14874,3561.94799804687
14875,3567.84301757812
14876,3592.39697265625
14877,3596.09912109375
14878,3535.06005859375
14879,3576.01000976562
14880,3529.787109375
14881,3571.36596679687
14882,3598.587890625
14883,3601.32104492187
14884,3582.455078125
14885,3596.05493164062
14886,3602.9208984375
14887,3603.82592773437
14888,3596.71801757812
14889,3602.65405273437
14890,3603.15307617187
14891,3603.63500976562
14892,3603.76489257812
14893,3603.69189453125
14894,3603.04711914062
14895,3603.27294921875
14896,3603.28198242187
14897,3600.68505859375
14898,3603.84301757812
14899,3603.662109375
14900,3603.44604492187
14901,3603.80908203125
14902,3604.15405273437
14903,3604.01904296875
14904,3604.13598632812
14905,3604.17309570312
14906,3604.10498046875
14907,3604.11499023437
14908,3604.14697265625
14909,3604.03588867187
14910,3604.044921875
14911,3604.1240234375
14912,3601.71606445312
14913,3604.00708007812
14914,3603.86791992187
14915,3604.4619140625
14916,3604.52905273437
14917,3604.42700195312
14918,3604.52709960937
14919,3604.8701171875
14920,3604.80200195312
14921,3604.63696289062
14922,3604.52490234375
14923,3584.26391601562
14924,3597.06103515625
14925,3590.10302734375
14926,3593.27294921875
14927,3567.43188476562
14928,3416.041015625
14929,3165.72705078125
14930,2767.01098632812
14931,2359.88793945312
14932,2526.5791015625
14933,2156.84912109375
14934,1851.80200195312
14935,1647.31994628906
14936,1208.34497070312
14937,1100.3349609375
14938,1113.05700683593
14939,1167.21594238281
14940,1534.2919921875
14941,1771.76501464843
14942,1465.27905273437
14943,1720.23498535156
14944,2327.25805664062
14945,2300.60888671875
14946,1805.68200683593
14947,1414.27905273437
14948,1846.38696289062
14949,2118.7890625
14950,2482.47900390625
14951,2132.1201171875
14952,2248.69897460937
14953,2376.162109375
14954,2702.13305664062
14955,2590.876953125
14956,2317.71704101562
14957,2515.17993164062
14958,2931.72900390625
14959,2965.14404296875
14960,2798.49389648437
14961,2768.7080078125
14962,2532.5439453125
14963,2353.76098632812
14964,2249.46801757812
14965,2555.4619140625
14966,2478.27587890625
14967,2348.10107421875
14968,2470.462890625
14969,2563.55200195312
14970,2688.88208007812
14971,2758.77709960937
14972,2756.55297851562
14973,2827.19311523437
14974,2747.72412109375
14975,2909.97900390625
14976,2767.34106445312
14977,2540.712890625
14978,2676.84399414062
14979,2739.083984375
14980,2899.78588867187
14981,3009.42309570312
14982,3373.1669921875
14983,3115.40600585937
14984,3073.705078125
14985,2984.875
14986,3216.94506835937
14987,2725.05004882812
14988,2726.1708984375
14989,2805.63696289062
14990,2959.09106445312
14991,2772.90893554687
14992,3034.2099609375
14993,2904.51098632812
14994,2722.92309570312
14995,2808.17602539062
14996,3446.48999023437
14997,3478.10693359375
14998,3135.30395507812
14999,3481.14990234375
15000,3582.375
15001,3260.65307617187
15002,3038.26708984375
15003,3376.78002929687
15004,3400.51806640625
15005,3197.51708984375
15006,2893.5869140625
15007,2576.69506835937
15008,2839.46997070312
15009,2669.666015625
15010,2735.06103515625
15011,2791.98193359375
15012,2732.80395507812
15013,2633.712890625
15014,2560.17211914062
15015,2441.98706054687
15016,2407.7958984375
15017,2487.03002929687
15018,2427.17211914062
15019,2280.15087890625
15020,2314.18408203125
15021,2183.4150390625
15022,1945.34497070312
15023,1883.70300292968
15024,1582.30297851562
15025,1486.84802246093
15026,1388.11901855468
15027,1308.76293945312
15028,1502.31298828125
15029,1547.55200195312
15030,1237.89599609375
15031,865.836791992187
15032,708.712219238281
15033,579.051208496093
15034,488.588409423828
15035,323.308288574218
15036,118.006301879882
15037,73.2801971435546
15038,63.0130882263183
15039,8.14535331726074
15040,0.8713338971138
15041,0.0
15042,0.0
15043,0.0
15044,0.0
15045,0.0
15046,74.2566375732421
15047,21.1941394805908
15048,53.0848808288574
15049,0.0
15050,0.0
15051,0.0
15052,0.0
15053,145.700393676757
15054,412.913696289062
15055,298.17138671875
15056,921.784912109375
15057,1153.66101074218
15058,1381.13195800781
15059,1082.44396972656
15060,586.290100097656
15061,261.594787597656
15062,49.0187110900878
15063,28.1643695831298
15064,42.0256614685058
15065,132.79490661621
15066,107.971397399902
15067,246.158706665039
15068,270.660888671875
15069,420.267303466796
15070,464.205413818359
15071,703.571716308593
15072,717.147216796875
15073,859.814819335937
15074,742.541320800781
15075,907.051696777343
15076,1608.93200683593
15077,3128.76293945312
15078,3154.28198242187
15079,3313.52099609375
15080,3019.07690429687
15081,2750.001953125
15082,2688.26293945312
15083,2515.26708984375
15084,2230.75610351562
15085,2022.42102050781
15086,1830.42895507812
15087,2110.42700195312
15088,3104.44702148437
15089,2857.42797851562
15090,1811.70397949218
15091,1878.03002929687
15092,1815.96301269531
15093,0.0
15094,1143.40905761718
15095,3242.18603515625
15096,2981.02587890625
15097,2332.27392578125
15098,2412.9951171875
15099,2588.39404296875
15100,2749.35205078125
15101,2754.74291992187
15102,2952.94995117187
15103,2715.7060546875
15104,2684.58203125
15105,2390.1669921875
15106,2830.11401367187
15107,3102.03100585937
15108,2148.57592773437
15109,2286.53588867187
15110,2798.34692382812
15111,2482.53295898437
15112,3234.80493164062
15113,3388.06689453125
15114,3299.36499023437
15115,3416.83203125
15116,2887.63696289062
15117,3020.6650390625
15118,2710.38500976562
15119,3222.55908203125
15120,3515.82495117187
15121,3573.18798828125
15122,3368.9619140625
15123,3548.05102539062
15124,2994.81298828125
15125,3387.31103515625
15126,3360.50903320312
15127,3257.49194335937
15128,3027.22705078125
15129,3356.82202148437
15130,3254.35791015625
15131,2994.24194335937
15132,2860.001953125
15133,3521.96899414062
15134,3566.55200195312
15135,3497.6689453125
15136,3530.24291992187
15137,3500.669921875
15138,2734.73388671875
15139,3163.63208007812
15140,3074.31005859375
15141,2625.57397460937
15142,2066.44799804687
15143,2461.80908203125
15144,2800.89208984375
15145,3279.79296875
15146,3385.1640625
15147,3602.9140625
15148,3589.88110351562
15149,3600.7890625
15150,3599.03393554687
15151,2919.501953125
15152,2500.19702148437
15153,2470.40307617187
15154,2159.02490234375
15155,2003.5009765625
15156,2379.75
15157,1617.95300292968
15158,1698.02795410156
15159,1402.47900390625
15160,1752.94396972656
15161,1770.21301269531
15162,2149.38989257812
15163,2279.6640625
15164,2902.61108398437
15165,3570.06494140625
15166,3361.13598632812
15167,1631.29296875
15168,1468.20202636718
15169,1793.208984375
15170,1494.53894042968
15171,1506.43701171875
15172,1556.14196777343
15173,1164.01696777343
15174,1319.16198730468
15175,1614.5849609375
15176,2191.9951171875
15177,3307.01489257812
15178,3247.23193359375
15179,2824.82788085937
15180,2397.07592773437
15181,2068.916015625
15182,2183.37890625
15183,2077.9208984375
15184,2684.94409179687
15185,2602.85302734375
15186,2086.59912109375
15187,2045.19396972656
15188,2327.22509765625
15189,1709.42102050781
15190,1566.85803222656
15191,1289.42797851562
15192,952.085876464843
15193,1004.42199707031
15194,905.606323242187
15195,932.9453125
15196,1318.958984375
15197,1105.80798339843
15198,1088.60400390625
15199,1133.56298828125
15200,872.081176757812
15201,916.057373046875
15202,932.488220214843
15203,767.432495117187
15204,757.778503417968
15205,1211.52697753906
15206,870.158020019531
15207,595.310729980468
15208,759.090576171875
15209,837.489685058593
15210,668.559814453125
15211,582.369812011718
15212,747.434814453125
15213,613.835876464843
15214,479.90591430664
15215,385.906311035156
15216,544.034973144531
15217,436.629699707031
15218,428.992889404296
15219,371.3505859375
15220,307.980712890625
15221,379.667114257812
15222,563.685607910156
15223,775.2626953125
15224,714.758728027343
15225,956.827880859375
15226,1054.65600585937
15227,964.155517578125
15228,1195.63500976562
15229,1646.29504394531
15230,1789.09899902343
15231,1444.78698730468
15232,1908.96203613281
15233,1549.89794921875
15234,1229.82397460937
15235,1381.77795410156
15236,1510.14794921875
15237,1170.79895019531
15238,1101.44299316406
15239,1260.03100585937
15240,1169.4169921875
15241,1359.86401367187
15242,1566.38403320312
15243,1619.76794433593
15244,1669.27502441406
15245,1427.70495605468
15246,1488.03002929687
15247,1606.7939453125
15248,1409.14904785156
15249,1502.58203125
15250,1475.11096191406
15251,1409.39001464843
15252,1444.67004394531
15253,1394.3349609375
15254,1139.09497070312
15255,1173.625
15256,955.993896484375
15257,828.49072265625
15258,937.770629882812
15259,908.460388183593
15260,997.862182617187
15261,859.089904785156
15262,865.732177734375
15263,1011.84497070312
15264,954.951171875
15265,941.177001953125
15266,717.017028808593
15267,682.084411621093
15268,631.901428222656
15269,581.018005371093
15270,580.977783203125
15271,755.744812011718
15272,615.670288085937
15273,601.454223632812
15274,409.330413818359
15275,285.138488769531
15276,393.888092041015
15277,466.533599853515
15278,398.0205078125
15279,383.965789794921
15280,311.283813476562
15281,220.720794677734
15282,180.195404052734
15283,250.530395507812
15284,437.114685058593
15285,540.225219726562
15286,556.674621582031
15287,634.400512695312
15288,454.83609008789
15289,484.078308105468
15290,504.958190917968
15291,464.20181274414
15292,692.608581542968
15293,524.559509277343
15294,479.131713867187
15295,629.0615234375
15296,444.637084960937
15297,212.15249633789
15298,205.965499877929
15299,307.242492675781
15300,193.868896484375
15301,85.371482849121
15302,61.9869804382324
15303,122.318901062011
15304,52.8521308898925
15305,8.07819652557373
15306,3.45252990722656
15307,0.0
15308,0.0
15309,13.6729497909545
15310,15.6991300582885
15311,13.5662298202514
15312,19.1867504119873
15313,21.5433101654052
15314,12.9006996154785
15315,53.1499900817871
15316,172.743896484375
15317,273.949096679687
15318,328.096099853515
15319,220.170303344726
15320,114.58740234375
15321,237.385803222656
15322,305.368286132812
15323,374.751708984375
15324,489.575103759765
15325,632.289184570312
15326,465.602386474609
15327,355.372009277343
15328,316.9296875
15329,317.787506103515
15330,255.272201538085
15331,163.099899291992
15332,342.91958618164
15333,403.142700195312
15334,405.943115234375
15335,318.138610839843
15336,233.794799804687
15337,382.241607666015
15338,500.390014648437
15339,386.002014160156
15340,148.433502197265
15341,190.712203979492
15342,510.201202392578
15343,367.628295898437
15344,539.796508789062
15345,410.506591796875
15346,458.214599609375
15347,432.734985351562
15348,299.788391113281
15349,139.048095703125
15350,126.716903686523
15351,115.146202087402
15352,145.915603637695
15353,146.286499023437
15354,6.72898006439208
15355,0.0
15356,0.0
15357,0.0
15358,0.0
15359,0.0
15360,0.0
15361,0.0
15362,0.0
15363,0.0
15364,0.0
15365,0.0
15366,0.0
15367,0.0
15368,0.0
15369,0.0
15370,0.0
15371,0.0
15372,0.0
15373,0.0
15374,0.0
15375,0.0
15376,0.0
15377,0.0
15378,0.0
15379,0.0
15380,0.0
15381,0.0
15382,0.0
15383,0.0
15384,0.0
15385,0.0
15386,0.0
15387,0.0
15388,0.0
15389,0.0
15390,0.0
15391,0.0
15392,0.0
15393,0.0
15394,0.0
15395,0.0
15396,0.0
15397,3.8344600200653
15398,0.0
15399,0.0
15400,0.0
15401,0.0
15402,0.0
15403,0.0
15404,0.0
15405,0.0
15406,0.0
15407,0.0
15408,0.0
15409,0.0
15410,0.0
15411,0.0
15412,0.0
15413,0.0
15414,0.0
15415,0.0
15416,0.0
15417,0.0
15418,0.0
15419,0.0
15420,0.0
15421,0.0
15422,0.0
15423,0.0
15424,0.0
15425,0.0
15426,0.0
15427,0.0
15428,0.0
15429,0.0
15430,0.0
15431,0.0
15432,0.0
15433,0.0
15434,0.0
15435,0.0
15436,0.0
15437,0.0
15438,0.0
15439,0.0
15440,0.0
15441,0.0
15442,0.0
15443,0.0
15444,0.0
15445,0.0
15446,0.0
15447,0.0
15448,0.0
15449,0.0
15450,0.0
15451,0.0
15452,0.0
15453,0.0
15454,0.0
15455,0.0
15456,0.0
15457,0.0
15458,0.0
15459,0.0
15460,0.0
15461,0.0
15462,0.0
15463,0.0
15464,0.0
15465,0.0
15466,0.0
15467,0.0
15468,0.0
15469,0.0
15470,0.0
15471,0.0
15472,0.0
15473,0.0
15474,0.0
15475,0.0
15476,0.0
15477,0.0
15478,59.276138305664
15479,143.001098632812
15480,169.819595336914
15481,176.768203735351
15482,205.134902954101
15483,212.894302368164
15484,93.0085372924804
15485,149.392807006835
15486,209.676803588867
15487,67.8074035644531
15488,0.0
15489,0.0
15490,0.0
15491,65.7759475708007
15492,297.319396972656
15493,355.535095214843
15494,450.106201171875
15495,400.607299804687
15496,403.820404052734
15497,331.442687988281
15498,383.307006835937
15499,438.878204345703
15500,417.242401123046
15501,389.767486572265
15502,418.551300048828
15503,507.346496582031
15504,478.832000732421
15505,529.273620605468
15506,484.00390625
15507,433.396911621093
15508,465.184600830078
15509,258.483306884765
15510,179.92219543457
15511,76.1482620239257
15512,27.8338794708251
15513,92.2761001586914
15514,40.3782081604003
15515,11.7546300888061
15516,0.0
15517,0.0
15518,0.0
15519,0.0
15520,0.0
15521,0.0
15522,0.0
15523,0.0
15524,0.0
15525,0.0
15526,0.0
15527,0.0
15528,0.0
15529,0.0
15530,0.0
15531,0.0
15532,0.0
15533,0.0
15534,0.0
15535,0.0
15536,0.0
15537,0.0
15538,0.0
15539,0.0
15540,0.0
15541,0.0
15542,0.0
15543,0.0
15544,0.0
15545,0.0
15546,0.0
15547,0.0
15548,0.0
15549,0.0
15550,0.0
15551,0.0
15552,0.0
15553,0.0
15554,0.0
15555,0.0
15556,0.0
15557,0.0
15558,0.0
15559,0.0
15560,94.6259078979492
15561,163.914794921875
15562,195.061401367187
15563,255.796493530273
15564,394.292388916015
15565,351.920196533203
15566,216.240203857421
15567,364.238403320312
15568,587.796325683593
15569,668.039428710937
15570,734.642517089843
15571,750.38330078125
15572,826.725219726562
15573,841.410888671875
15574,970.129516601562
15575,1048.41296386718
15576,1135.45703125
15577,1112.89501953125
15578,1198.70495605468
15579,1048.44995117187
15580,841.355407714843
15581,674.188415527343
15582,617.166381835937
15583,635.890502929687
15584,588.670776367187
15585,525.895385742187
15586,500.207794189453
15587,478.792785644531
15588,494.620391845703
15589,448.54800415039
15590,512.452575683593
15591,539.480224609375
15592,672.859680175781
15593,571.365478515625
15594,622.97607421875
15595,665.484924316406
15596,616.917419433593
15597,525.749084472656
15598,427.598388671875
15599,351.067199707031
15600,300.980804443359
15601,376.87109375
15602,381.394104003906
15603,334.988189697265
15604,274.003601074218
15605,228.958999633789
15606,227.670593261718
15607,190.471893310546
15608,174.363494873046
15609,220.262802124023
15610,284.205688476562
15611,288.877990722656
15612,268.49169921875
15613,255.00210571289
15614,231.621505737304
15615,236.437805175781
15616,268.06851196289
15617,274.815399169921
15618,291.880310058593
15619,268.857788085937
15620,227.140792846679
15621,208.026794433593
15622,205.296295166015
15623,166.779006958007
15624,218.962203979492
15625,255.540298461914
15626,82.9621200561523
15627,90.7541580200195
15628,108.07689666748
15629,153.782104492187
15630,91.3595123291015
15631,33.7241706848144
15632,0.57413238286972
15633,0.0
15634,107.162399291992
15635,170.866806030273
15636,304.684906005859
15637,310.384185791015
15638,290.251312255859
15639,452.870208740234
15640,619.041076660156
15641,608.365478515625
15642,567.970275878906
15643,308.134002685546
15644,210.461303710937
15645,84.1529235839843
15646,64.3124389648437
15647,5.75565385818481
15648,0.0
15649,0.0
15650,0.0
15651,0.0
15652,0.0
15653,0.0
15654,0.0
15655,0.0
15656,0.0
15657,0.0
15658,0.0
15659,0.0
15660,0.0
15661,0.0
15662,0.0
15663,0.0
15664,0.0
15665,0.0
15666,0.0
15667,0.0
15668,0.0
15669,0.0
15670,0.0
15671,0.0
15672,0.0
15673,0.0
15674,43.353458404541
15675,41.2509002685546
15676,11.315710067749
15677,6.56200218200683
15678,45.9456710815429
15679,32.9336204528808
