,ActivePower(kW)
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,0.0
788,35.4170188903808
789,140.950302124023
790,94.8503265380859
791,63.0539283752441
792,56.7136116027832
793,28.1293106079101
794,-0.456532686948776
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,110.177299499511
806,268.445404052734
807,345.576385498046
808,440.324096679687
809,582.070678710937
810,685.724182128906
811,687.302429199218
812,655.849426269531
813,579.466186523437
814,535.565185546875
815,633.101928710937
816,818.12451171875
817,1011.14501953125
818,1323.1669921875
819,1519.583984375
820,1859.73706054687
821,2232.93994140625
822,2404.82104492187
823,2601.98388671875
824,2888.19409179687
825,3100.96899414062
826,3401.71997070312
827,3545.32592773437
828,3581.248046875
829,3602.82495117187
830,3603.4951171875
831,3601.65502929687
832,3474.89794921875
833,3453.72094726562
834,3373.28588867187
835,3349.3330078125
836,3350.86596679687
837,3381.17797851562
838,3129.44604492187
839,3167.5419921875
840,3057.580078125
841,2973.5048828125
842,3086.5390625
843,3147.27587890625
844,2947.68408203125
845,3163.63598632812
846,3443.13696289062
847,3330.92700195312
848,3083.24389648437
849,2770.94897460937
850,2660.31689453125
851,2693.02001953125
852,2655.57104492187
853,2745.89794921875
854,3073.59106445312
855,3117.30810546875
856,3298.27001953125
857,3182.29711914062
858,3299.02490234375
859,3478.10205078125
860,3583.7900390625
861,3578.458984375
862,3585.97900390625
863,3603.32495117187
864,3603.59301757812
865,3602.94995117187
866,3602.7958984375
867,3597.19189453125
868,3584.74096679687
869,3554.15087890625
870,3517.22509765625
871,3476.65893554687
872,3455.76904296875
873,3445.29809570312
874,3425.47900390625
875,3430.00390625
876,3401.6220703125
877,3396.7470703125
878,3418.85693359375
879,3443.59692382812
880,3443.7099609375
881,3432.080078125
882,3497.419921875
883,3433.666015625
884,3551.625
885,3604.09497070312
886,3604.24194335937
887,3604.22998046875
888,3604.3291015625
889,3603.94506835937
890,3603.94702148437
891,3600.10009765625
892,3112.61108398437
893,1956.96801757812
894,2000.22204589843
895,2430.9560546875
896,2407.56298828125
897,2915.78295898437
898,2278.34399414062
899,2668.51293945312
900,2564.80004882812
901,2782.28491210937
902,3146.32495117187
903,2980.375
904,2557.78393554687
905,2047.16394042968
906,2196.95190429687
907,2200.61206054687
908,2276.93896484375
909,2637.587890625
910,1743.10302734375
911,2817.93310546875
912,3442.73901367187
913,3493.36499023437
914,3547.76293945312
915,3366.83203125
916,3396.95092773437
917,3177.4541015625
918,3021.46508789062
919,2818.60107421875
920,3381.59301757812
921,3211.55297851562
922,3489.73291015625
923,3465.7900390625
924,3533.80004882812
925,3549.3740234375
926,3524.89892578125
927,3567.97705078125
928,3497.77099609375
929,3399.96997070312
930,3456.76293945312
931,3412.9580078125
932,3450.40893554687
933,3572.7109375
934,3537.44799804687
935,3568.71606445312
936,3564.73193359375
937,3439.712890625
938,3512.09594726562
939,3585.02392578125
940,3582.32690429687
941,3445.82006835937
942,3274.91088867187
943,3483.32397460937
944,3596.4208984375
945,3557.9150390625
946,3453.73901367187
947,3303.15991210937
948,3371.38696289062
949,3377.57202148437
950,3281.27490234375
951,3394.59106445312
952,3258.51000976562
953,3276.94799804687
954,3315.77587890625
955,3552.31005859375
956,3546.32299804687
957,3123.14892578125
958,3069.1669921875
959,3315.912109375
960,3573.51098632812
961,3527.712890625
962,3590.52490234375
963,3503.59497070312
964,3382.55908203125
965,3370.07495117187
966,3394.9580078125
967,3604.21411132812
968,3604.24096679687
969,3604.33203125
970,3604.50805664062
971,3604.56103515625
972,3604.54711914062
973,3604.38305664062
974,3604.12890625
975,3604.287109375
976,3603.205078125
977,3602.81298828125
978,3558.3701171875
979,3476.10205078125
980,3372.68310546875
981,3068.22290039062
982,3015.02905273437
983,3047.17309570312
984,2962.64892578125
985,2790.31494140625
986,2295.48291015625
987,2455.43310546875
988,2295.8310546875
989,2044.2080078125
990,2331.07495117187
991,2197.30395507812
992,1840.80004882812
993,1699.48999023437
994,1823.83898925781
995,1623.54699707031
996,1590.36901855468
997,1146.20703125
998,1054.23901367187
999,1164.52697753906
1000,1335.33996582031
1001,1375.11999511718
1002,1271.40698242187
1003,1082.958984375
1004,908.012023925781
1005,835.461181640625
1006,880.546875
1007,997.579284667968
1008,1049.57800292968
1009,980.816223144531
1010,1182.59497070312
1011,1280.96496582031
1012,1484.2919921875
1013,1377.21997070312
1014,1241.48205566406
1015,1192.24304199218
1016,1151.32299804687
1017,1114.97497558593
1018,1033.32800292968
1019,936.516174316406
1020,895.637573242187
1021,806.932312011718
1022,512.889221191406
1023,544.71337890625
1024,515.789123535156
1025,642.652282714843
1026,693.765014648437
1027,537.719970703125
1028,836.309692382812
1029,1078.05200195312
1030,802.5380859375
1031,743.912719726562
1032,816.611572265625
1033,623.004516601562
1034,611.038818359375
1035,361.319213867187
1036,226.39370727539
1037,146.218399047851
1038,137.799392700195
1039,107.595703125
1040,148.783004760742
1041,183.456298828125
1042,288.246612548828
1043,390.323608398437
1044,320.636810302734
1045,244.877502441406
1046,133.552795410156
1047,8.48479557037353
1048,77.4435501098632
1049,112.107902526855
1050,26.9242706298828
1051,86.6248931884765
1052,162.05110168457
1053,12.8200101852416
1054,17.8495807647705
1055,30.3608703613281
1056,14.2178802490234
1057,193.079498291015
1058,92.2833023071289
1059,130.725692749023
1060,127.670501708984
1061,89.9303131103515
1062,66.0755386352539
1063,19.8015899658203
1064,39.0055503845214
1065,2.42646193504333
1066,98.4567184448242
1067,15.6660099029541
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,1.7716679573059
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,277.532409667968
1089,498.325805664062
1090,497.795684814453
1091,642.541198730468
1092,791.889099121093
1093,923.550415039062
1094,745.82177734375
1095,669.584777832031
1096,470.020385742187
1097,294.446502685546
1098,354.183197021484
1099,500.369689941406
1100,590.555480957031
1101,629.811401367187
1102,757.283813476562
1103,602.48828125
1104,533.901184082031
1105,748.956909179687
1106,750.776306152343
1107,626.78662109375
1108,637.128112792968
1109,608.616882324218
1110,786.057922363281
1111,1149.30895996093
1112,1129.14501953125
1113,1030.68005371093
1114,1081.78503417968
1115,1120.73095703125
1116,980.27587890625
1117,1001.13397216796
1118,1106.28601074218
1119,1000.24298095703
1120,1003.40100097656
1121,898.275329589843
1122,770.737182617187
1123,557.701293945312
1124,473.470001220703
1125,428.976898193359
1126,363.795288085937
1127,356.798095703125
1128,349.776794433593
1129,361.344787597656
1130,347.205993652343
1131,248.946304321289
1132,281.934387207031
1133,314.634796142578
1134,368.497009277343
1135,325.626312255859
1136,232.675399780273
1137,269.162994384765
1138,386.174285888671
1139,405.579406738281
1140,445.024810791015
1141,458.111694335937
1142,460.821502685546
1143,487.211791992187
1144,510.562896728515
1145,489.981414794921
1146,425.515014648437
1147,356.311706542968
1148,369.534698486328
1149,365.860290527343
1150,206.954498291015
1151,172.018600463867
1152,109.579696655273
1153,122.648300170898
1154,132.977905273437
1155,126.823196411132
1156,100.510101318359
1157,187.758499145507
1158,290.881408691406
1159,223.460800170898
1160,84.9616012573242
1161,20.5523796081542
1162,5.91807079315185
1163,1.38660299777984
1164,0.0
1165,0.0
1166,7.47173118591308
1167,0.0
1168,0.0
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,0.0
1184,0.0
1185,0.0
1186,0.0
1187,0.0
1188,0.0
1189,0.0
1190,0.0
1191,0.0
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,30.5694904327392
1198,6.34918403625488
1199,1.07666599750518
1200,58.0236701965332
1201,2.40613102912902
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,12.0914602279663
1207,142.937301635742
1208,176.24169921875
1209,167.970703125
1210,175.537399291992
1211,211.025405883789
1212,250.318496704101
1213,261.065887451171
1214,195.108001708984
1215,260.996002197265
1216,262.149810791015
1217,328.789489746093
1218,268.844207763671
1219,235.554702758789
1220,295.7919921875
1221,362.509094238281
1222,365.6787109375
1223,363.042694091796
1224,288.809112548828
1225,261.409698486328
1226,394.836303710937
1227,553.245483398437
1228,789.888427734375
1229,965.089721679687
1230,1017.67102050781
1231,1345.78698730468
1232,1263.74499511718
1233,1232.54504394531
1234,787.231201171875
1235,554.740112304687
1236,626.003784179687
1237,754.912780761718
1238,828.148071289062
1239,1290.38598632812
1240,1324.373046875
1241,1332.625
1242,1098.77294921875
1243,1039.67602539062
1244,804.282287597656
1245,805.143798828125
1246,929.292785644531
1247,897.915100097656
1248,943.267395019531
1249,625.881469726562
1250,446.465209960937
1251,652.52978515625
1252,700.525329589843
1253,786.770324707031
1254,831.666015625
1255,837.70068359375
1256,817.464416503906
1257,879.798889160156
1258,951.228515625
1259,843.389221191406
1260,871.375183105468
1261,891.11181640625
1262,883.125122070312
1263,654.259582519531
1264,515.044921875
1265,477.846801757812
1266,504.706787109375
1267,348.160003662109
1268,296.013488769531
1269,255.24169921875
1270,258.312194824218
1271,249.219406127929
1272,425.280395507812
1273,566.01123046875
1274,513.168701171875
1275,472.515991210937
1276,492.112487792968
1277,270.477386474609
1278,355.225006103515
1279,288.439788818359
1280,429.36538696289
1281,281.873809814453
1282,260.013397216796
1283,194.195693969726
1284,130.503997802734
1285,8.39417934417724
1286,0.0
1287,0.0
1288,0.0
1289,210.169494628906
1290,10.6398401260375
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,0.0
1306,0.0
1307,0.0
1308,0.0
1309,0.0
1310,0.0
1311,0.0
1312,0.0
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,0.0
1331,0.0
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,0.0
1353,0.0
1354,0.0
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,0.0
1360,189.759201049804
1361,178.206802368164
1362,31.8864994049072
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,22.0021495819091
1368,49.2254104614257
1369,0.0
1370,0.0
1371,49.847728729248
1372,569.648681640625
1373,812.088012695312
1374,1248.90197753906
1375,1001.09197998046
1376,870.812072753906
1377,1065.64294433593
1378,999.538208007812
1379,1090.78295898437
1380,1114.88305664062
1381,977.609985351562
1382,713.2998046875
1383,940.627319335937
1384,1214.92102050781
1385,1114.91296386718
1386,1027.07995605468
1387,679.607116699218
1388,836.77197265625
1389,893.150024414062
1390,901.988220214843
1391,1060.123046875
1392,779.286071777343
1393,703.469116210937
1394,269.256713867187
1395,25.3152599334716
1396,137.582000732421
1397,102.877403259277
1398,0.0
1399,0.0
1400,34.6432914733886
1401,9.35847759246826
1402,-0.0380667485296726
1403,76.4114532470703
1404,165.33689880371
1405,6.219003200531
1406,0.0
1407,0.0
1408,178.451507568359
1409,343.13931274414
1410,435.106811523437
1411,406.978485107421
1412,448.704498291015
1413,800.6533203125
1414,655.513488769531
1415,1025.27099609375
1416,1425.74499511718
1417,1472.78894042968
1418,909.208679199218
1419,968.499084472656
1420,1085.18200683593
1421,1240.9580078125
1422,1101.72900390625
1423,874.722473144531
1424,842.209289550781
1425,917.738525390625
1426,849.131408691406
1427,654.764526367187
1428,847.435913085937
1429,1219.27404785156
1430,1043.30297851562
1431,751.551818847656
1432,622.877685546875
1433,662.146911621093
1434,571.394470214843
1435,370.34878540039
1436,338.713897705078
1437,254.660903930664
1438,372.598114013671
1439,504.130401611328
1440,494.736602783203
1441,536.32421875
1442,681.230773925781
1443,664.981628417968
1444,891.14111328125
1445,1319.98303222656
1446,1471.79895019531
1447,1247.6240234375
1448,694.799621582031
1449,1068.9599609375
1450,627.758117675781
1451,454.778686523437
1452,446.851013183593
1453,981.527770996093
1454,596.686218261718
1455,100.298400878906
1456,140.330703735351
1457,233.254898071289
1458,137.006393432617
1459,114.78800201416
1460,121.485702514648
1461,230.169692993164
1462,248.442901611328
1463,159.753601074218
1464,299.624603271484
1465,290.563110351562
1466,234.22459411621
1467,276.630187988281
1468,420.522491455078
1469,430.627899169921
1470,1131.89501953125
1471,1633.58898925781
1472,2047.96203613281
1473,2396.17504882812
1474,558.426513671875
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,0.0
1482,0.0
1483,0.0
1484,524.581481933593
1485,1536.47399902343
1486,1421.63403320312
1487,1869.27001953125
1488,2189.73095703125
1489,2280.7890625
1490,2427.85791015625
1491,2178.0849609375
1492,2496.60888671875
1493,3012.13793945312
1494,3042.05493164062
1495,2529.96997070312
1496,1848.623046875
1497,1939.5849609375
1498,1850.52502441406
1499,1630.32702636718
1500,1564.63598632812
1501,1495.44799804687
1502,1564.93701171875
1503,1826.54296875
1504,1634.28100585937
1505,1096.19897460937
1506,668.406372070312
1507,1015.63598632812
1508,1208.7080078125
1509,1104.77795410156
1510,522.387084960937
1511,536.397521972656
1512,403.032196044921
1513,640.296203613281
1514,856.325622558593
1515,932.484985351562
1516,1376.7509765625
1517,1003.03002929687
1518,1134.96704101562
1519,1507.25598144531
1520,1651.05505371093
1521,2031.52001953125
1522,1308.48803710937
1523,1793.67895507812
1524,2084.77392578125
1525,1890.52404785156
1526,1741.10998535156
1527,1914.26794433593
1528,1854.57299804687
1529,2271.25903320312
1530,2043.26501464843
1531,1447.26696777343
1532,1580.00598144531
1533,1791.38000488281
1534,1653.02600097656
1535,1328.93005371093
1536,1725.38500976562
1537,1846.19299316406
1538,2199.10595703125
1539,2437.36596679687
1540,2277.19311523437
1541,2043.82604980468
1542,1720.47595214843
